3147.04,3147.38,Bro014-c4,s^aa,11b,,,yeah .
3147.46,3152.37,Bro014-c1,s,10b++.12a,,,and - and uh the - the m_s_g features were sort of built up with this notion .
3150.43,3150.61,Bro014-c4,s^aa,12b,,,right .
3152.59,3157.8,Bro014-c1,s^bu,10b+++13a,,,but i guess i thought you had brought this up in the context of um targets somehow .
3157.92,3158.68,Bro014-c4,s^bk,13b,,,right .
3158.63,3159.16,Bro014-c1,s.%--,10b++++,,,but i- - m- ==
3158.68,3159.29,Bro014-c4,fh,,,,um ==
3159.29,3164.38,Bro014-c1,s^ng,10b+++++,,,i- - it's not - i mean they're sort of not in the same kind of category as say a phonetic target or a syllabic target .
3159.94,3160.08,Bro014-c4,b,,,,mmm .
3162.24,3162.55,Bro014-c4,b,,,,mm-hmm .
3164.38,3164.83,Bro014-c1,s.%--,10b++++++,,,or a ==
3164.79,3171.07,Bro014-c4,fg|s^cs,14a,,,um | i was thinking more like using them as - as the inputs to - to the detectors .
3165.5,3166.99,Bro014-c1,s,10b+++++++,,,or a feature or something .
3171.68,3172.12,Bro014-c1,s^bk,14b.15a,,,oh i see .
3172.08,3172.29,Bro014-c4,s^bk,15b,,,yeah .
3172.51,3174.16,Bro014-c1,s,14b+.16a,,,well that's sort of what m_s_g does .
3174.4,3174.71,Bro014-c4,s^bk,16b,,,yeah .
3174.96,3175.31,Bro014-c1,qy^d^f^g^rt,14b++,,,right ?
3175.37,3175.69,Bro014-c4,b,,,,mm-hmm .
3175.46,3176.1,Bro014-c1,s.%--,,,,so it's ==
3177,3178.5,Bro014-c1,fh,,,,but - but uh ==
3178.07,3178.29,Bro014-c4,%,,,,s- ==
3179.25,3179.5,Bro014-c1,b,,,,yeah .
3179.84,3180.12,Bro014-c4,b,,,,yeah .
3181.06,3182.78,Bro014-c1,s,17a,,,anyway we'll talk more about it later .
3182.19,3182.45,Bro014-c4,s^bk,17b,,,o_k .
3182.45,3183.83,Bro014-c4,s^m^na,17b+,,,we can talk more about it later .
3182.78,3182.99,Bro014-c1,fh,,,,yeah .
3183.43,3183.67,Bro014-c1,b,,,,yeah .
3184.38,3184.55,Bro014-c4,b,,,,yeah .
3184.64,3184.78,Bro014-c1,b,,,,yeah .
3186.83,3188.11,Bro014-c1,s.%-,,,,so maybe le- ==
3187.08,3187.92,Bro014-c2,qy^cs^rt,18a,,,should we do digits ?
3188.11,3188.99,Bro014-c1,s^co^na,18b,,,let's do digits .
3192.75,3193.71,Bro014-c1,s^co,19a,,,let you - you start .
3193.59,3194.17,Bro014-c3,s^bk,19b,,,oh o_k .
3197.1,3245.43,Bro014-c3,,,,,DIGIT_TASK
3247.15,3284.53,Bro014-c1,,,,,DIGIT_TASK
3285.38,3323.29,Bro014-c2,,,,,DIGIT_TASK
3324.57,3326.08,Bro014-c4,,,,,DIGIT_TASK
3326.91,3327.37,Bro014-c4,z,,,,um ==
3327.53,3366.63,Bro014-c4,,,,,DIGIT_TASK
3368.32,3408.86,Bro014-c0,,,,,DIGIT_TASK
3412.21,3463.43,Bro014-c5,,,,,DIGIT_TASK
3469.3,3469.54,Bro014-c0,z,,,,right .
